NWCG_REPORTING_UNIT_NAME,DISCOVERY_TIME,STAT_CAUSE_DESCR,STATE,temperature(C),date
Custer Gallatin National Forest,1253,Lightning,MT,21.21023,8/13/2014
Wisconsin Department of Natural Resources,1435,Miscellaneous,WI,19.385645,8/13/2014
Standing Rock Agency,1331,Miscellaneous,SD,27.730433,8/13/2014
Standing Rock Agency,1330,Miscellaneous,SD,27.730433,8/13/2014
Oregon Department of Forestry State Headquarters,1107,Equipment Use,OR,16.62887,8/13/2014
Standing Rock Agency,1533,Campfire,ND,27.558558,8/13/2014
Yakama Agency,1125,Lightning,WA,14.675745,8/13/2014
Yakama Agency,1304,Lightning,WA,20.808558,8/13/2014
Southwestern Land Office,1237,Lightning,MT,22.597315,8/13/2014
Washington State Headquarters,1110,Lightning,WA,12.00271,8/13/2014
Idaho Panhandle National Forest,1334,Lightning,ID,21.019495,8/13/2014
Lewistown Field Office,1421,Lightning,MT,28.510523,8/13/2014
Okanogan/Wenatchee National Forest,1200,Lightning,WA,11.2773075,8/13/2014
Idaho Department of Lands,1400,Lightning,ID,20.00387,8/13/2014
Idaho Department of Lands,1200,Lightning,ID,20.00387,8/13/2014
Fort Totten Agency,1500,Arson,ND,25.428675,8/13/2014
Washington State Headquarters,1200,Lightning,WA,18.119898,8/13/2014
Idaho Panhandle National Forest,1304,Lightning,WA,17.47262,8/13/2014
Washington State Headquarters,1200,Debris Burning,WA,20.90896,8/13/2014
Mt. Baker-Snoqualmie National Forest,1200,Lightning,WA,14.3866825,8/13/2014
Kootenai National Forest,1420,Lightning,MT,18.662775,8/13/2014
Kootenai National Forest,1421,Lightning,MT,18.662775,8/13/2014
Blackfeet Agency,1335,Equipment Use,MT,20.826838,8/13/2014
Texas A & M Forest Service,1714,Lightning,TX,34.10781,8/13/2014
Inyo National Forest,1452,Lightning,CA,21.360834,8/13/2014
Merced-Mariposa Unit,1415,Missing/Undefined,CA,29.008753,8/13/2014
Santa Clara Unit,1422,Arson,CA,24.336878,8/13/2014
Tres Rios Field Office,1605,Lightning,CO,18.06396,8/13/2014
Sonoma-Lake Napa Unit,1603,Missing/Undefined,CA,25.373072,8/13/2014
Sonoma-Lake Napa Unit,1554,Missing/Undefined,CA,17.279322,8/13/2014
Eldorado National Forest,1625,Campfire,CA,17.91778,8/13/2014
Butte Unit,1412,Missing/Undefined,CA,27.758753,8/13/2014
Shasta-Trinity Unit,1548,Children,CA,26.912134,8/13/2014
Shasta-Trinity National Forest,1637,Lightning,CA,20.132654,8/13/2014
Shasta-Trinity National Forest,1620,Lightning,CA,20.132654,8/13/2014
Siskiyou Unit,1539,Missing/Undefined,CA,17.800867,8/13/2014
Fremont-Winema National Forest,1527,Lightning,OR,18.80868,8/13/2014
Shoshone National Forest,1650,Campfire,WY,21.673334,8/13/2014
Fremont-Winema National Forest,1539,Lightning,OR,18.80868,8/13/2014
Umpqua National Forest,1533,Lightning,OR,14.195154,8/13/2014
Rogue River-Siskiyou National Forest,1631,Lightning,OR,15.734217,8/13/2014
Fremont-Winema National Forest,1600,Lightning,OR,15.242212,8/13/2014
Roseburg District,1545,Lightning,OR,12.515467,8/13/2014
Umpqua National Forest,1545,Lightning,OR,12.515467,8/13/2014
Willamette National Forest,1415,Lightning,OR,12.515467,8/13/2014
Wyoming State Forestry,1742,Equipment Use,WY,25.593775,8/13/2014
Willamette National Forest,1520,Lightning,OR,13.699305,8/13/2014
Oregon Department of Forestry State Headquarters,1530,Lightning,OR,20.441492,8/13/2014
Oregon Department of Forestry State Headquarters,1450,Lightning,OR,20.441492,8/13/2014
Salmon-Challis National Forest,1645,Lightning,ID,16.59521,8/13/2014
Umatilla National Forest,1613,Lightning,OR,19.605555,8/13/2014
Oregon Department of Forestry State Headquarters,1520,Lightning,OR,19.605555,8/13/2014
Salmon-Challis National Forest,1546,Lightning,ID,17.433405,8/13/2014
Custer Gallatin National Forest,1600,Campfire,MT,20.44903,8/13/2014
Oregon Department of Forestry State Headquarters,1640,Children,OR,19.843256,8/13/2014
Cheyenne River Agency,1630,Equipment Use,SD,31.124506,8/13/2014
Oregon Department of Forestry State Headquarters,1540,Lightning,OR,22.343592,8/13/2014
Nez Perce - Clearwater National Forests,1530,Lightning,ID,23.003992,8/13/2014
Nez Perce - Clearwater National Forests,1537,Lightning,ID,23.003992,8/13/2014
Gifford Pinchot National Forest,1525,Equipment Use,WA,17.51449,8/13/2014
Washington State Headquarters,1631,Lightning,WA,20.280115,8/13/2014
Idaho Department of Lands,1500,Children,ID,23.003992,8/13/2014
Southwestern Land Office,1720,Lightning,MT,25.218775,8/13/2014
Maine Forest Service,1900,Equipment Use,ME,13.419947,8/13/2014
Missoula Field Office,1500,Lightning,MT,25.07815,8/13/2014
Miles City Field Office,1750,Missing/Undefined,MT,29.54574,8/13/2014
Southwestern Land Office,1749,Miscellaneous,MT,25.375025,8/13/2014
Idaho Panhandle National Forest,1519,Lightning,ID,23.699305,8/13/2014
Lewistown Field Office,1529,Lightning,MT,31.20199,8/13/2014
Lewistown Field Office,1529,Lightning,MT,31.20199,8/13/2014
Lewistown Field Office,1752,Lightning,MT,31.20199,8/13/2014
Flathead Agency,1751,Miscellaneous,MT,22.9219,8/13/2014
Flathead Agency,1510,Campfire,MT,23.347742,8/13/2014
Kootenai National Forest,1557,Lightning,MT,21.757654,8/13/2014
Kootenai National Forest,1755,Lightning,MT,23.632654,8/13/2014
Turtle Mountain Agency,1717,Miscellaneous,ND,28.232447,8/13/2014
Georgia Forestry Commission,2001,Debris Burning,GA,29.113977,8/26/2014
Arizona State Forestry Division - State Office,1908,Missing/Undefined,AZ,34.32351,8/26/2014
Arizona State Forestry Division - State Office,1800,Missing/Undefined,AZ,33.22976,8/26/2014
Humboldt-Toiyabe National Forest,1810,Lightning,NV,18.582544,8/26/2014
Richfield Field Office,1830,Lightning,UT,24.027857,8/26/2014
Tahoe National Forest,1846,Lightning,CA,16.02868,8/26/2014
Butte Unit,1855,Debris Burning,CA,28.020502,8/26/2014
Carson City District Office,1930,Lightning,NV,21.114618,8/26/2014
Carson City District Office,1936,Lightning,NV,21.114618,8/26/2014
Deschutes National Forest,1930,Lightning,OR,19.067652,8/26/2014
Willamette National Forest,1900,Lightning,OR,22.846186,8/26/2014
Washington State Headquarters,1735,Lightning,WA,21.416498,8/26/2014
Flathead Agency,1930,Arson,MT,16.21618,8/26/2014
Kootenai National Forest,1831,Lightning,MT,18.281458,8/26/2014
Arizona State Forestry Division - State Office,2318,Missing/Undefined,AZ,32.587914,8/26/2014
Colorado River Agency,2300,Miscellaneous,AZ,27.455103,8/26/2014
Amador-El Dorado Unit,2211,Miscellaneous,CA,20.454584,8/26/2014
Nevada-Yuba-Placer Unit,2000,Equipment Use,CA,26.050959,8/26/2014
Eugene District,2151,Missing/Undefined,OR,24.158228,8/26/2014
Georgia Forestry Commission,316,Debris Burning,GA,22.81988,8/26/2014
Vieques National Wildlife Refuge,1300,Miscellaneous,PR,27.648157,8/26/2014
Georgia Forestry Commission,917,Debris Burning,GA,17.314478,8/26/2014
Prescott National Forest,600,Lightning,AZ,20.11181,8/26/2014
Manti-Lasal National Forest,801,Lightning,UT,10.336542,8/26/2014
Fire Department of New York,1000,Miscellaneous,NY,21.046595,8/26/2014
Casper Field Office,745,Lightning,WY,12.679895,8/26/2014
Florida Forest Service,1325,Equipment Use,FL,27.302393,8/26/2014
Mississippi Forestry Commission,1218,Campfire,MS,26.060205,8/26/2014
Mississippi Forestry Commission,1018,Debris Burning,MS,27.536768,8/26/2014
Georgia Forestry Commission,1349,Debris Burning,GA,27.068018,8/26/2014
Georgia Forestry Commission,1237,Debris Burning,GA,27.068018,8/26/2014
Georgia Forestry Commission,1328,Debris Burning,GA,23.614466,8/26/2014
Georgia Forestry Commission,1126,Debris Burning,GA,26.833643,8/26/2014
Georgia Forestry Commission,1257,Debris Burning,GA,26.708643,8/26/2014
North Carolina Forest Service,1333,Debris Burning,NC,23.427393,8/26/2014
Kaibab National Forest,1132,Lightning,AZ,14.930597,8/26/2014
North Carolina Forest Service,1300,Miscellaneous,NC,20.864466,8/26/2014
Quivira National Wildlife Refuge,1030,Lightning,KS,24.084864,8/26/2014
Butte Unit,831,Arson,CA,17.600489,8/26/2014
Fire Department of New York,1302,Arson,NY,22.693018,8/26/2014
Fire Department of New York,1129,Miscellaneous,NY,25.591455,8/26/2014
Fire Department of New York,1247,Arson,NY,24.887903,8/26/2014
Medford District,908,Miscellaneous,OR,18.24087,8/26/2014
Fire Department of New York,1236,Arson,NY,22.739466,8/26/2014
Fire Department of New York,1216,Miscellaneous,NY,23.59884,8/26/2014
Wisconsin Department of Natural Resources,1249,Powerline,WI,17.676966,8/26/2014
Nez Perce - Clearwater National Forests,945,Lightning,ID,12.608606,8/26/2014
Mt. Baker-Snoqualmie National Forest,857,Lightning,WA,18.178614,8/26/2014
Florida Forest Service,1405,Powerline,FL,29.134394,8/26/2014
Florida Forest Service,1530,Railroad,FL,30.790644,8/26/2014
Florida Forest Service,1420,Arson,FL,30.571894,8/26/2014
Mississippi Forestry Commission,1446,Debris Burning,MS,29.001581,8/26/2014
Mississippi Forestry Commission,1416,Campfire,MS,28.198267,8/26/2014
Georgia Forestry Commission,1555,Debris Burning,GA,27.760767,8/26/2014
Georgia Forestry Commission,1535,Debris Burning,GA,27.760767,8/26/2014
Louisiana Office of Forestry,1403,Debris Burning,LA,32.048454,8/26/2014
Georgia Forestry Commission,1440,Debris Burning,GA,27.627954,8/26/2014
Texas A & M Forest Service,1528,Debris Burning,TX,29.370142,8/26/2014
Texas A & M Forest Service,1456,Debris Burning,TX,32.048454,8/26/2014
Georgia Forestry Commission,1450,Debris Burning,GA,27.26858,8/26/2014
Mississippi Forestry Commission,1544,Debris Burning,MS,29.470331,8/26/2014
Georgia Forestry Commission,1444,Debris Burning,GA,26.846704,8/26/2014
Arkansas Forestry Commission,1405,Arson,AR,29.70608,8/26/2014
Pawnee Agency,1300,Equipment Use,OK,33.635765,8/26/2014
New Mexico - State Forestry,1215,Lightning,NM,16.63708,8/26/2014
Arkansas Forestry Commission,1340,Debris Burning,AR,31.597162,8/26/2014
Carson National Forest,1415,Debris Burning,NM,15.965204,8/26/2014
Cedar City Field Office,1422,Lightning,UT,20.25442,8/26/2014
Merced-Mariposa Unit,1301,Missing/Undefined,CA,21.002954,8/26/2014
Missouri Department of Conservation,1353,Debris Burning,MO,31.690912,8/26/2014
Missouri Department of Conservation,1530,Lightning,MO,31.425287,8/26/2014
Sonoma-Lake Napa Unit,1341,Missing/Undefined,CA,19.20608,8/26/2014
Humboldt-Toiyabe National Forest,1206,Lightning,CA,12.828089,8/26/2014
Richfield Field Office,1327,Lightning,UT,20.949732,8/26/2014
Lassen National Forest,1250,Equipment Use,CA,21.064875,8/26/2014
Shasta-Trinity Unit,1119,Miscellaneous,CA,27.081537,8/26/2014
Fire Department of New York,1623,Smoking,NY,22.407831,8/26/2014
Fire Department of New York,1522,Arson,NY,24.790644,8/26/2014
Fire Department of New York,1544,Smoking,NY,27.690454,8/26/2014
Fire Department of New York,1440,Miscellaneous,NY,28.23733,8/26/2014
Rosebud Agency,1500,Arson,SD,20.217188,8/26/2014
Oregon Department of Forestry State Headquarters,1230,Equipment Use,OR,22.565912,8/26/2014
Standing Rock Agency,1448,Equipment Use,SD,10.896875,8/26/2014
Washington State Headquarters,1100,Campfire,WA,24.831537,8/26/2014
Nez Perce - Clearwater National Forests,1405,Lightning,ID,19.322535,8/26/2014
Gifford Pinchot National Forest,1315,Lightning,WA,22.141169,8/26/2014
Washington State Headquarters,1200,Miscellaneous,WA,23.618769,8/26/2014
Lolo National Forest,1320,Lightning,MT,18.939722,8/26/2014
Fort Totten Agency,1430,Arson,ND,15.815912,8/26/2014
Washington State Headquarters,1130,Fireworks,WA,22.055231,8/26/2014
Florida Forest Service,1920,Miscellaneous,FL,31.92425,8/26/2014
Mississippi Forestry Commission,1840,Miscellaneous,MS,29.666437,8/26/2014
Georgia Forestry Commission,1741,Debris Burning,GA,29.903437,8/26/2014
Georgia Forestry Commission,1909,Debris Burning,GA,29.872187,8/26/2014
Georgia Forestry Commission,1744,Debris Burning,GA,29.309687,8/26/2014
Mississippi Forestry Commission,1703,Campfire,MS,29.583124,8/26/2014
Georgia Forestry Commission,1823,Debris Burning,GA,29.075312,8/26/2014
Monte Vista Unit,1436,Miscellaneous,CA,24.740992,8/26/2014
South Carolina Forestry Commission,1709,Debris Burning,SC,30.103937,8/26/2014
Georgia Forestry Commission,1821,Debris Burning,GA,29.090937,8/26/2014
Georgia Forestry Commission,1800,Debris Burning,GA,29.489374,8/26/2014
Arkansas Forestry Commission,1801,Arson,AR,31.403437,8/26/2014
San Bernardino National Forest,1623,Equipment Use,CA,28.395197,8/26/2014
Arizona State Forestry Division - State Office,1601,Missing/Undefined,AZ,19.015863,8/26/2014
Arkansas Forestry Commission,1600,Miscellaneous,AR,32.059685,8/26/2014
North Carolina Forest Service,1734,Arson,NC,25.747187,8/26/2014
North Carolina Forest Service,1700,Debris Burning,NC,26.994562,8/26/2014
Sequoia National Forest,1657,Campfire,CA,18.702784,8/26/2014
Cedar City Field Office,1652,Lightning,UT,19.179346,8/26/2014
Ely District Office,1540,Lightning,NV,21.609034,8/26/2014
Dixie National Forest,1546,Lightning,UT,14.004602,8/26/2014
Nebraska Department of Forestry,1815,Miscellaneous,NE,24.525232,8/26/2014
Fire Department of New York,1930,Miscellaneous,NY,23.775812,8/26/2014
Fire Department of New York,1713,Miscellaneous,NY,28.801874,8/26/2014
Northern California Agency,1527,Equipment Use,CA,23.459742,8/26/2014
Oregon Department of Forestry State Headquarters,1600,Equipment Use,OR,27.564295,8/26/2014
Fire Department of New York,1909,Miscellaneous,NY,28.4425,8/26/2014
Willamette National Forest,1500,Lightning,OR,20.54159,8/26/2014
Oregon Department of Forestry State Headquarters,1405,Equipment Use,OR,28.6925,8/26/2014
Malheur National Forest,1550,Lightning,OR,22.60409,8/26/2014
Maine Forest Service,1820,Equipment Use,ME,22.947107,8/26/2014
Mt. Hood National Forest,1600,Lightning,OR,22.856134,8/26/2014
Oregon Department of Forestry State Headquarters,1415,Arson,OR,28.840937,8/26/2014
Nez Perce - Clearwater National Forests,1650,Lightning,ID,18.687159,8/26/2014
Hanford Reach National Monument,1500,Campfire,WA,29.731562,8/26/2014
Washington State Headquarters,1430,Miscellaneous,WA,24.403437,8/26/2014
Okanogan/Wenatchee National Forest,1400,Lightning,WA,22.622187,8/26/2014
Okanogan/Wenatchee National Forest,1630,Lightning,WA,21.606562,8/26/2014
Arkansas Forestry Commission,1900,Equipment Use,AR,28.86004,10/1/2014
Oklahoma Division of Forestry,2000,Arson,OK,26.930353,10/1/2014
Southern Nevada District Office,1720,Miscellaneous,NV,21.531183,10/1/2014
Merced-Mariposa Unit,1907,Missing/Undefined,CA,27.008478,10/1/2014
Fire Department of New York,2000,Arson,NY,16.906916,10/1/2014
Idaho Department of Lands,2100,Lightning,ID,10.693476,10/1/2014
Hoopa Valley Tribe,216,Arson,CA,12.526545,10/1/2014
Vieques National Wildlife Refuge,1430,Miscellaneous,PR,27.238672,10/1/2014
Angeles National Forest,604,Equipment Use,CA,19.444086,10/1/2014
Kentucky Division of Forestry,1030,Railroad,KY,17.649897,10/1/2014
Monte Vista Unit,927,Debris Burning,CA,22.798365,10/1/2014
Georgia Forestry Commission,1114,Debris Burning,GA,23.164423,10/1/2014
Georgia Forestry Commission,1145,Arson,GA,24.53161,10/1/2014
California Desert District,1019,Missing/Undefined,CA,19.826197,10/1/2014
Tonto National Forest,1023,Campfire,AZ,12.410273,10/1/2014
Mississippi Forestry Commission,1150,Campfire,MS,24.258173,10/1/2014
North Carolina Forest Service,1232,Debris Burning,NC,21.379175,10/1/2014
North Carolina Forest Service,1149,Equipment Use,NC,22.414423,10/1/2014
North Carolina Forest Service,1311,Equipment Use,NC,21.230738,10/1/2014
Humboldt-Toiyabe National Forest,1028,Children,NV,2.2672057,10/1/2014
Fire Department of New York,1158,Miscellaneous,NY,15.689722,10/1/2014
Theodore Roosevelt National Park,1200,Miscellaneous,ND,8.814478,10/1/2014
Theodore Roosevelt National Park,1200,Lightning,ND,8.814478,10/1/2014
Theodore Roosevelt National Park,1200,Lightning,ND,8.814478,10/1/2014
Red Lake Agency,1250,Children,MN,12.302271,10/1/2014
Northwestern Land Office,1105,Debris Burning,MT,2.6581664,10/1/2014
Mississippi Forestry Commission,1444,Debris Burning,MS,26.64828,10/1/2014
Arkansas Forestry Commission,1538,Equipment Use,AR,29.843653,10/1/2014
Arkansas Forestry Commission,1523,Debris Burning,AR,27.906092,10/1/2014
Georgia Forestry Commission,1455,Debris Burning,GA,27.202967,10/1/2014
Georgia Forestry Commission,1500,Debris Burning,GA,28.038904,10/1/2014
Mississippi Forestry Commission,1555,Campfire,MS,27.406092,10/1/2014
Mississippi Forestry Commission,1520,Railroad,MS,27.437342,10/1/2014
Georgia Forestry Commission,1415,Debris Burning,GA,25.720331,10/1/2014
North Carolina Forest Service,1417,Debris Burning,NC,24.415644,10/1/2014
Farmington Field Office,1205,Lightning,NM,12.694239,10/1/2014
Fresno-Kings Unit,1317,Miscellaneous,CA,21.52328,10/1/2014
Kentucky Division of Forestry,1426,Debris Burning,KY,26.476404,10/1/2014
Pennsylvania Division of Forest Fire Protection,1600,Arson,PA,19.040644,10/1/2014
Medford District,1206,Miscellaneous,OR,11.894098,10/1/2014
Roseburg District,1215,Powerline,OR,12.321894,10/1/2014
Oregon Department of Forestry State Headquarters,1135,Debris Burning,OR,12.288904,10/1/2014
Maine Forest Service,1530,Arson,ME,13.238123,10/1/2014
Washington State Headquarters,1200,Debris Burning,WA,11.978418,10/1/2014
Arkansas Forestry Commission,1625,Miscellaneous,AR,29.67779,10/1/2014
Arizona State Forestry Division - State Office,1556,Missing/Undefined,AZ,28.951288,10/1/2014
Riverside Unit,1459,Missing/Undefined,CA,27.40008,10/1/2014
Georgia Forestry Commission,1718,Debris Burning,GA,29.11529,10/1/2014
Sequoia & Kings Canyon National Parks,1612,Campfire,CA,15.647699,10/1/2014
Sierra National Forest,1444,Campfire,CA,19.39303,10/1/2014
Santa Clara Unit,1438,Missing/Undefined,CA,26.380915,10/1/2014
Sonoma-Lake Napa Unit,1539,Miscellaneous,CA,22.92785,10/1/2014
Tehama-Glenn Unit,1514,Miscellaneous,CA,26.2091,10/1/2014
William L. Finley National Wildlife Refuge,1400,Debris Burning,OR,14.599665,10/1/2014
National Forests And Grasslands In Texas,1940,Campfire,TX,16.975489,3/20/2014
Mississippi Forestry Commission,2010,Debris Burning,MS,18.678614,3/20/2014
Arizona State Forestry Division - State Office,2041,Missing/Undefined,AZ,23.762903,3/20/2014
Oklahoma Division of Forestry,1930,Arson,OK,12.741114,3/20/2014
Mississippi Forestry Commission,1915,Campfire,MS,14.241114,3/20/2014
New Mexico - State Forestry,1855,Miscellaneous,NM,9.788233,3/20/2014
San Benito-Monterey Unit,1817,Miscellaneous,CA,19.13009,3/20/2014
West Virginia Division of Forestry,2130,Debris Burning,WV,9.676447,3/20/2014
Kentucky Division of Forestry,2020,Debris Burning,KY,11.112207,3/20/2014
Missouri Department of Conservation,2008,Debris Burning,MO,10.170801,3/20/2014
Butte Unit,1748,Children,CA,8.786249,3/20/2014
Wyoming State Forestry,1809,Miscellaneous,WY,2.8663573,3/20/2014
Wyoming State Forestry,1935,Debris Burning,WY,-0.20084229,3/20/2014
